code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
27238,27,32,153,110,23,0,7,6,41,1,90,105,23
25238,25,0,17,13,3,0,4,5,3,1,10,8,1
70238,70,6,25,23,5,0,0,0,2,0,11,18,4
60238,60,41,261,166,37,6,5,5,10,14,141,148,39
59238,59,34,227,157,44,3,4,6,1,3,172,138,43
78238,78,49,145,281,68,11,15,0,3,8,154,286,81
39238,39,2,9,12,2,3,0,0,5,6,15,9,1
57238,57,7,28,25,5,6,1,5,3,0,18,12,1
88238,88,7,44,33,10,2,0,0,22,0,28,29,10
50238,50,7,42,50,12,0,0,0,24,1,29,37,10
71238,71,32,132,118,27,5,3,1,0,0,87,102,25
77238,77,125,397,410,116,5,13,5,13,24,343,316,99
09238,09,10,71,61,30,4,5,0,21,0,84,49,23
61238,61,4,0,7,7,0,5,4,0,5,0,9,0
33238,33,222,986,1405,398,33,83,20,105,47,1073,910,398
89238,89,21,68,49,12,0,5,0,4,3,48,45,13
32238,32,3,12,10,0,2,2,0,0,2,13,6,4
10238,10,16,66,41,6,0,3,0,0,5,12,42,10
45238,45,27,86,86,25,2,0,3,0,3,52,72,26
22238,22,13,49,78,32,0,4,3,19,0,60,53,23
40238,40,13,55,85,28,3,7,0,0,8,66,62,33
79238,79,9,52,71,23,5,1,0,1,2,44,49,18
58238,58,69,280,241,61,2,11,3,8,4,210,174,73
85238,85,107,328,463,89,10,21,6,20,20,241,440,79
12238,12,12,26,47,13,0,0,4,11,4,36,40,8
19238,19,5,24,35,3,0,0,1,7,2,20,19,13
37238,37,16,48,57,11,4,2,0,4,0,56,56,21
56238,56,11,27,44,16,5,1,5,0,2,13,30,9
18238,18,3,17,9,5,0,2,0,7,0,7,9,2
47238,47,35,200,153,48,8,14,3,0,2,142,148,48
41238,41,51,234,205,58,11,7,0,28,13,152,209,54
36238,36,0,8,15,6,5,0,2,0,3,2,15,4
62239,62,63,464,255,64,11,12,16,0,17,233,181,63
02239,02,28,187,91,27,2,11,3,6,2,86,79,23
21239,21,17,79,85,18,0,3,2,0,7,55,73,19
14239,14,0,6,7,0,0,0,0,13,2,11,4,6
76239,76,14,92,80,18,2,9,0,0,0,68,59,23
51239,51,3,17,10,2,0,4,0,0,5,0,12,5
27239,27,17,59,51,15,0,3,3,4,0,35,38,11
25239,25,0,18,27,10,0,2,5,0,4,0,25,8
60239,60,13,79,45,6,7,7,0,0,0,36,41,13
59239,59,126,811,562,164,24,18,6,15,30,585,493,157
78239,78,35,118,247,61,7,3,6,0,11,113,236,65
70239,70,2,30,25,7,2,0,0,9,0,15,14,1
39239,39,3,1,5,0,0,0,1,0,0,8,6,0
57239,57,10,58,44,16,2,6,0,0,0,32,41,13
88239,88,7,17,10,9,0,2,2,0,5,15,13,3
71239,71,19,78,68,18,0,2,1,20,2,58,63,24
77239,77,38,139,140,38,1,7,6,0,5,109,105,30
33239,33,14,38,62,16,0,1,0,7,7,51,37,13
89239,89,44,240,170,43,3,13,5,33,1,149,165,38
32239,32,8,44,46,17,0,6,4,6,1,48,39,22
28239,28,25,115,86,20,8,7,0,0,8,62,98,19
10239,10,15,90,63,16,0,2,5,0,0,46,72,13
45239,45,15,47,38,10,2,0,0,3,0,34,37,15
22239,22,32,106,161,56,4,10,5,0,9,112,110,56
40239,40,7,5,7,8,1,0,2,8,0,13,5,3
09239,09,6,23,22,1,2,0,0,0,1,17,12,4
79239,79,44,153,214,55,13,8,0,45,6,166,162,51
47239,47,22,119,92,29,3,6,0,32,4,94,79,24
58239,58,6,14,23,8,4,4,1,0,0,0,14,9
85239,85,35,86,135,21,4,6,2,8,7,74,130,30
12239,12,3,31,37,14,5,6,4,0,6,18,33,13
19239,19,13,30,53,10,0,8,2,0,6,29,33,8
56239,56,32,133,213,58,4,15,6,4,2,121,152,55
86239,86,0,20,15,10,0,0,4,5,4,12,18,2
41239,41,33,128,109,33,5,7,6,0,6,78,109,28
50239,50,49,189,218,48,1,16,2,17,7,134,198,56
36239,36,9,57,49,9,2,6,0,4,0,49,41,19
62240,62,54,298,162,53,13,12,8,13,1,163,115,44
02240,02,2,31,24,4,0,2,0,5,0,14,21,4
21240,21,10,26,32,3,3,0,5,0,2,24,26,2
14240,14,15,57,59,22,1,0,0,0,7,28,52,19
76240,76,22,125,107,26,0,9,0,11,0,99,85,25
51240,51,0,12,20,2,5,5,5,0,0,0,21,0
59240,59,4,23,8,6,2,0,3,0,5,7,16,3
60240,60,2,44,24,6,0,0,2,1,0,24,26,6
91240,91,6,17,21,9,5,0,0,0,5,2,21,9
70240,70,35,200,124,28,6,5,2,0,8,96,115,28
39240,39,8,23,14,4,0,2,0,9,0,14,24,1
57240,57,325,1549,1135,294,45,64,11,94,41,996,940,289
50240,50,10,40,56,12,5,8,3,0,3,37,54,18
88240,88,4,40,30,9,0,0,0,7,2,22,28,2
52240,52,3,32,22,1,1,6,0,0,4,5,17,9
71240,71,12,44,44,12,4,0,5,0,2,31,45,13
77240,77,58,216,220,53,9,3,4,15,12,204,167,43
27240,27,11,34,15,6,0,0,0,3,1,15,21,1
49240,49,34,84,133,37,3,5,4,1,0,97,117,31
25240,25,67,312,272,78,10,21,6,13,16,224,269,79
33240,33,107,490,677,210,9,37,13,6,36,535,438,200
61240,61,14,56,41,9,0,7,1,6,6,27,47,15
89240,89,5,50,24,2,2,5,4,5,2,27,24,10
32240,32,4,6,1,0,0,5,2,0,5,0,6,0
28240,28,10,58,46,8,3,3,0,8,6,33,48,15
10240,10,17,75,45,8,6,0,0,1,7,28,52,8
45240,45,39,133,129,28,9,1,0,18,10,89,114,36
22240,22,22,87,139,49,5,4,0,27,0,97,87,46
09240,09,9,25,23,7,5,2,0,13,0,38,19,10
40240,40,7,46,69,25,0,2,1,22,0,48,48,22
47240,47,10,35,26,9,0,6,0,7,1,31,24,11
58240,58,7,19,11,5,2,2,0,0,0,3,5,0
85240,85,40,147,220,39,8,10,4,0,3,114,201,47
12240,12,4,35,54,11,0,6,5,24,0,39,38,17
19240,19,11,28,48,10,6,5,0,20,0,32,28,8
18240,18,14,83,79,18,8,5,6,8,7,65,74,15
56240,56,233,901,1385,356,51,58,25,47,30,805,1067,361
37240,37,15,67,71,23,2,1,0,18,0,64,63,18
36240,36,6,44,30,8,0,4,0,0,0,25,34,14
62241,62,4,42,30,2,6,6,0,2,3,27,16,8
21241,21,12,28,39,5,0,4,3,0,0,17,35,3
14241,14,11,61,72,17,6,3,0,20,0,66,65,17
76241,76,1,15,22,2,2,1,2,0,3,7,18,7
51241,51,0,14,8,5,2,0,1,0,2,8,10,2
27241,27,3,22,24,0,0,0,0,15,0,11,13,8
25241,25,7,16,22,8,6,3,4,0,2,0,18,0
59241,59,8,67,49,12,0,0,0,16,6,54,37,19
60241,60,15,51,32,14,4,2,0,5,6,32,31,5
95241,95,34,134,206,56,3,2,6,1,11,190,134,47
57241,57,8,17,11,4,0,3,1,8,0,19,12,0
39241,39,6,40,35,11,6,0,5,1,0,42,41,8
88241,88,15,57,35,7,0,6,5,0,7,25,41,11
50241,50,4,14,17,11,4,0,4,8,0,17,16,4
71241,71,13,60,63,12,0,8,2,2,4,48,46,18
77241,77,46,186,205,53,9,13,6,0,15,176,146,51
02241,02,2,13,9,3,2,0,1,0,5,1,10,4
61241,61,14,42,32,8,5,7,5,0,0,18,36,6
49241,49,72,220,339,80,8,11,5,45,10,230,315,84
33241,33,11,38,55,12,0,7,5,0,5,46,32,12
32241,32,0,22,15,4,0,0,0,13,5,11,18,4
10241,10,0,11,1,2,1,2,0,0,4,1,7,2
45241,45,8,51,49,9,2,0,0,19,5,35,51,20
22241,22,22,76,121,36,8,5,0,6,1,86,87,33
09241,09,12,42,40,19,2,1,2,16,0,48,20,20
79241,79,18,52,63,21,3,6,0,0,4,42,51,18
47241,47,13,75,68,15,4,1,1,18,5,50,48,18
58241,58,6,39,42,13,0,4,5,5,4,28,27,11
86241,86,14,33,45,9,3,8,5,1,6,45,35,11
19241,19,11,29,40,5,4,2,5,0,5,14,24,10
12241,12,46,152,223,56,12,21,0,68,6,174,192,47
18241,18,31,149,129,28,8,6,3,19,3,95,111,41
56241,56,20,92,143,37,5,11,1,0,0,80,115,45
37241,37,28,117,145,44,1,9,5,22,5,114,133,50
41241,41,35,161,130,32,3,5,0,10,10,109,145,35
36241,36,71,312,248,80,15,14,0,19,15,234,230,83
62242,62,4,20,14,6,0,0,0,0,3,2,9,0
02242,02,15,93,53,9,0,0,0,8,0,45,46,17
21242,21,8,22,24,8,4,2,5,0,5,11,31,9
14242,14,39,134,164,48,5,5,0,2,9,127,135,48
76242,76,6,27,17,12,1,1,5,0,0,21,16,10
51242,51,140,679,483,93,22,27,9,26,12,342,533,115
25242,25,0,9,16,0,0,2,0,9,4,13,9,1
60242,60,17,78,49,9,1,0,5,2,0,37,47,13
59242,59,13,93,59,12,2,0,0,20,5,70,48,16
78242,78,219,641,1437,341,27,32,19,43,51,807,1366,340
70242,70,4,18,8,4,0,5,5,0,1,0,11,7
57242,57,81,402,319,79,11,22,8,15,13,242,248,77
52242,52,26,150,88,28,9,7,14,13,6,57,83,13
88242,88,2,0,1,2,5,0,0,0,4,0,4,2
71242,71,14,49,45,8,6,3,1,0,7,33,40,15
77242,77,8,53,42,15,0,2,0,0,0,40,43,15
27242,27,26,138,103,21,0,6,2,21,4,85,95,24
61242,61,4,24,26,11,3,0,4,6,4,15,29,7
33242,33,9,40,57,16,0,7,0,27,0,49,35,17
89242,89,17,101,59,10,5,2,0,5,0,57,64,22
32242,32,32,125,149,50,1,11,0,34,6,118,106,44
10242,10,4,31,17,3,0,0,0,1,1,14,27,5
28242,28,0,16,14,3,0,3,1,0,1,3,11,0
45242,45,12,27,24,7,0,6,5,0,2,15,19,8
22242,22,35,142,223,66,3,9,2,31,8,155,146,73
09242,09,5,0,9,6,0,0,0,0,5,0,2,0
40242,40,0,14,9,0,4,1,5,1,0,6,12,0
47242,47,7,67,48,16,6,5,4,0,2,32,50,18
58242,58,6,17,10,2,4,0,5,0,0,4,12,8
85242,85,21,85,107,18,0,0,2,0,6,59,113,25
86242,86,9,36,52,10,5,0,0,0,3,32,37,12
12242,12,11,30,43,9,0,1,3,0,5,18,30,15
19242,19,14,32,64,19,0,0,0,0,7,40,40,13
18242,18,80,325,297,70,7,20,4,13,3,248,268,78
37242,37,46,137,177,52,4,6,2,0,7,150,149,53
41242,41,116,502,398,108,7,21,14,44,19,303,442,107
56242,56,18,58,92,26,2,6,6,0,6,50,77,23
36242,36,3,19,11,3,0,4,0,0,5,2,16,5
79242,79,31,91,134,39,12,12,1,4,9,84,101,33
85243,85,85,260,405,74,12,25,0,18,13,221,382,69
62243,62,5,26,15,0,0,2,1,0,0,7,5,6
02243,02,63,485,244,55,8,11,9,43,18,222,209,53
21243,21,3,7,10,2,0,6,3,0,0,7,14,5
14243,14,27,124,149,44,8,12,0,3,6,123,129,37
76243,76,8,38,24,12,2,7,0,0,4,16,16,10
51243,51,13,51,35,11,1,2,0,0,3,1,36,11
27243,27,16,105,74,15,3,1,3,19,4,64,79,17
25243,25,8,65,58,20,3,6,4,0,2,36,54,19
60243,60,0,19,16,6,1,6,0,3,0,17,10,0
59243,59,28,134,98,33,8,3,0,0,1,89,85,26
91243,91,69,151,241,71,5,14,6,25,14,202,168,61
70243,70,7,45,23,3,0,1,3,7,2,17,25,10
50243,50,19,54,72,13,7,8,5,0,5,23,62,14
88243,88,21,77,54,18,4,8,4,6,0,45,51,14
52243,52,1,22,9,6,6,0,0,2,4,8,7,0
71243,71,7,44,48,15,0,0,0,8,0,35,38,11
77243,77,475,1826,1920,439,51,66,31,145,92,1621,1441,467
33243,33,418,1848,2644,757,62,156,29,111,99,2029,1703,769
61243,61,37,172,144,43,8,6,5,15,1,105,166,42
32243,32,7,23,35,12,0,2,0,10,0,27,25,8
10243,10,0,20,8,0,0,1,3,2,5,6,13,0
28243,28,10,30,15,2,0,0,0,0,0,15,20,7
45243,45,9,30,33,5,5,2,0,5,1,29,34,9
22243,22,8,48,75,20,4,2,3,1,5,46,46,23
40243,40,58,265,342,125,1,22,6,86,15,290,237,125
09243,09,6,13,8,6,3,3,5,0,3,0,2,6
79243,79,9,19,36,13,0,1,3,0,4,17,18,4
58243,58,0,21,17,6,1,0,5,0,0,5,10,1
12243,12,25,76,105,29,0,4,6,4,5,89,87,33
19243,19,18,83,118,29,8,2,0,14,4,90,80,30
18243,18,14,55,48,12,0,0,0,14,0,47,38,7
37243,37,80,310,375,116,15,12,1,20,15,318,339,116
41243,41,19,110,79,28,5,2,0,7,5,67,80,23
56243,56,221,830,1324,361,45,69,27,47,38,748,994,354
36243,36,15,40,37,9,4,0,0,4,0,27,35,13
62244,62,129,985,541,161,17,33,12,27,30,500,390,145
02244,02,4,0,8,0,2,3,3,0,0,0,5,5
21244,21,3,0,10,6,2,5,2,0,3,0,3,4
14244,14,11,31,45,9,0,6,0,0,0,18,34,12
76244,76,14,58,52,12,0,1,3,0,2,37,34,13
51244,51,10,36,36,7,1,0,0,9,0,21,27,2
25244,25,4,2,4,3,3,5,5,0,2,0,13,1
59244,59,41,226,160,39,7,12,4,10,9,164,138,52
60244,60,1,22,22,9,0,0,5,0,0,10,12,3
91244,91,40,93,156,46,5,6,0,28,6,134,105,37
70244,70,7,18,9,3,0,5,1,0,2,1,8,0
39244,39,4,31,28,2,5,0,3,0,0,13,24,1
57244,57,20,78,59,16,0,6,0,1,4,55,43,17
52244,52,18,113,59,17,2,3,1,16,3,53,65,20
71244,71,17,47,42,14,2,5,0,11,0,35,36,15
88244,88,23,71,50,14,3,1,5,11,8,40,43,17
77244,77,20,86,97,21,7,9,0,18,2,80,66,25
33244,33,10,37,48,19,0,6,0,0,0,29,35,18
61244,61,6,42,38,5,6,1,0,0,4,22,31,7
89244,89,3,16,5,3,3,0,0,4,0,2,4,4
49244,49,511,1527,2430,594,83,90,28,57,60,1463,2189,589
32244,32,1,19,20,9,6,4,0,0,0,17,19,2
45244,45,83,313,311,67,8,9,0,21,7,202,285,72
22244,22,9,39,62,24,3,7,0,0,4,12,43,24
09244,09,15,72,67,27,3,5,0,0,3,66,41,22
40244,40,29,119,146,51,4,5,0,35,0,118,116,59
79244,79,9,34,46,17,3,0,5,0,4,28,27,12
58244,58,8,25,24,7,0,4,4,4,0,23,27,3
85244,85,19,65,103,23,8,2,6,0,1,56,92,22
12244,12,12,61,90,21,0,8,3,16,7,76,78,18
86244,86,30,122,147,40,1,14,0,20,2,119,111,49
19244,19,5,11,12,2,1,0,0,0,5,4,7,4
47244,47,13,33,29,8,5,3,3,5,0,32,27,8
18244,18,2,14,3,0,3,0,0,4,0,4,9,0
37244,37,11,27,30,10,1,7,0,0,0,22,37,11
56244,56,75,260,412,99,5,22,8,8,7,222,298,104
36244,36,15,118,104,37,2,9,0,2,7,67,93,25
62245,62,14,117,55,12,0,6,4,9,0,67,42,19
02245,02,36,266,143,28,4,9,0,24,6,126,130,37
21245,21,10,38,40,7,5,2,0,0,0,23,35,9
14245,14,12,38,42,12,5,0,4,0,0,15,28,13
76245,76,31,174,143,36,5,4,2,0,9,159,111,38
51245,51,16,79,67,13,0,7,0,0,7,43,60,15
27245,27,3,34,31,4,0,7,0,0,3,20,32,11
25245,25,36,135,132,35,1,17,3,1,3,95,134,39
78245,78,9,32,68,18,0,7,0,0,0,30,62,15
60245,60,62,326,230,54,1,12,8,18,17,142,190,54
70245,70,125,620,383,85,19,34,1,10,22,308,348,95
39245,39,6,49,39,8,1,5,0,0,2,31,31,13
57245,57,12,88,63,12,0,7,1,15,1,56,46,20
52245,52,0,10,13,0,1,3,4,0,3,0,9,4
88245,88,12,41,35,6,4,0,3,0,5,22,34,7
71245,71,12,28,29,6,2,0,1,0,6,14,32,12
77245,77,11,56,58,8,4,0,0,0,3,41,40,15
33245,33,13,67,110,24,0,8,5,4,6,88,62,34
89245,89,29,122,84,15,8,7,6,0,1,51,79,26
32245,32,6,19,19,3,0,1,0,0,1,19,21,8
28245,28,9,52,38,7,2,0,0,3,0,26,38,15
10245,10,25,118,78,19,0,2,0,0,8,46,90,10
45245,45,25,127,108,27,1,3,0,27,3,75,100,33
22245,22,21,84,136,42,2,7,4,5,7,95,79,39
09245,09,27,135,124,42,1,3,1,20,10,144,69,48
40245,40,41,144,201,76,0,8,3,52,6,178,152,69
47245,47,4,7,5,1,0,5,1,0,0,0,8,5
58245,58,7,16,25,5,5,4,1,0,4,0,15,8
85245,85,7,12,23,1,3,0,0,0,5,0,21,8
19245,19,1,6,14,0,0,2,2,14,1,9,13,8
18245,18,13,55,42,10,0,7,0,7,1,34,38,14
37245,37,62,205,263,65,8,16,3,0,13,165,231,73
86245,86,44,176,217,66,2,12,0,30,11,167,153,58
56245,56,14,27,52,11,3,4,0,0,6,28,38,20
41245,41,10,38,35,14,0,4,4,13,0,27,36,5
62246,62,2,32,18,0,0,1,0,16,0,16,16,0
02246,02,11,116,54,16,0,1,0,19,0,47,51,12
21246,21,5,22,21,2,4,1,0,0,0,8,23,5
14246,14,14,82,105,25,8,3,2,0,1,77,86,27
51246,51,8,30,27,4,0,0,0,0,3,1,30,8
27246,27,53,260,172,39,3,7,0,8,6,151,162,49
25246,25,3,34,29,3,5,6,4,0,0,15,29,2
78246,78,17,63,131,33,4,0,0,1,9,75,129,30
59246,59,15,71,48,17,0,0,3,0,3,58,45,11
57246,57,2,33,25,9,0,0,0,16,0,18,21,3
39246,39,9,41,43,10,4,1,0,0,4,25,38,11
50246,50,7,2,7,0,0,0,0,0,3,0,12,3
52246,52,17,92,50,15,6,3,7,20,7,35,54,13
88246,88,20,69,42,12,6,2,0,9,0,37,37,17
71246,71,6,32,23,6,0,0,0,1,0,16,25,5
56246,56,42,176,288,78,5,23,5,28,2,187,205,75
49246,49,336,1040,1619,395,49,78,21,49,56,973,1434,381
33246,33,8,19,15,9,3,6,0,0,0,3,16,8
77246,77,21,56,57,14,0,3,0,0,3,43,39,18
89246,89,13,50,37,7,0,4,0,8,7,36,35,8
32246,32,7,23,16,9,0,2,0,0,5,2,21,11
28246,28,14,61,56,8,4,0,1,0,0,32,59,14
10246,10,10,31,20,8,0,2,4,0,0,13,29,9
45246,45,7,6,15,5,1,5,2,0,0,0,6,8
22246,22,39,148,266,74,11,20,0,0,11,166,168,87
09246,09,8,59,53,26,0,2,0,6,0,66,33,15
40246,40,27,97,131,41,4,4,0,25,3,107,92,51
47246,47,34,191,152,41,9,17,4,23,13,149,155,40
58246,58,17,93,76,29,3,5,0,3,6,72,63,23
85246,85,72,215,290,49,0,19,1,9,8,162,299,52
12246,12,19,53,71,20,4,0,0,0,6,46,54,22
86246,86,16,69,102,28,7,9,1,0,3,75,75,33
19246,19,42,161,250,54,10,10,0,56,6,201,157,57
79246,79,10,54,74,26,8,7,3,0,0,54,63,18
18246,18,28,120,122,34,5,7,4,2,9,93,94,32
37246,37,0,22,27,8,3,0,0,0,5,1,15,11
41246,41,19,56,60,15,0,7,0,0,5,38,57,14
36246,36,10,28,13,1,1,0,0,16,0,12,15,1
62247,62,10,88,50,12,4,0,1,8,0,50,44,16
21247,21,10,75,69,20,0,7,0,16,1,50,66,15
76247,76,8,58,44,20,2,0,2,0,4,58,41,18
27247,27,9,49,27,12,3,5,0,0,3,23,29,6
25247,25,4,5,11,0,0,4,3,0,0,0,15,6
59247,59,42,206,156,50,6,5,4,2,5,178,133,38
60247,60,8,14,8,4,0,6,2,0,5,6,6,0
70247,70,11,32,21,7,0,0,1,0,6,3,20,8
51247,51,6,22,23,6,3,4,0,0,4,7,17,1
39247,39,4,5,7,5,2,5,0,0,4,0,11,0
57247,57,5,14,10,4,5,6,0,0,1,3,5,6
50247,50,4,15,17,2,1,0,0,5,2,19,26,8
88247,88,43,172,118,26,11,7,3,14,7,90,111,24
52247,52,4,34,23,2,0,2,1,9,3,17,21,9
71247,71,13,41,40,8,5,6,2,0,6,12,37,11
91247,91,14,37,71,12,4,2,2,17,4,60,43,12
49247,49,68,189,312,78,11,11,6,0,9,192,293,72
28247,28,17,73,55,10,1,0,0,24,0,42,61,18
77247,77,11,54,46,11,4,3,0,11,4,44,33,15
33247,33,6,10,15,3,0,3,2,7,1,9,10,10
32247,32,9,29,36,6,6,4,5,0,0,17,20,13
10247,10,10,28,11,3,5,1,0,0,0,1,21,2
89247,89,12,38,22,3,0,4,0,0,6,22,31,3
45247,45,103,404,363,91,11,23,7,15,14,257,353,112
09247,09,0,28,26,9,6,2,0,0,2,16,9,10
40247,40,5,17,28,12,0,0,0,0,4,7,21,11
58247,58,9,59,59,11,0,0,6,22,0,46,46,13
47247,47,5,27,25,3,1,0,0,1,5,23,14,11
85247,85,23,100,132,27,3,1,6,2,0,67,133,30
12247,12,13,29,45,13,3,0,1,3,3,45,41,11
86247,86,10,49,61,14,0,3,4,0,0,45,46,17
19247,19,8,22,31,2,0,6,5,0,5,0,21,8
18247,18,12,82,72,12,4,3,0,14,0,63,64,12
37247,37,21,65,69,21,0,2,5,12,3,55,57,14
41247,41,41,206,170,47,1,9,2,0,1,131,173,45
56247,56,82,309,504,114,19,27,7,0,15,283,368,134
36247,36,34,146,121,39,8,13,6,0,6,102,117,44
62248,62,9,70,37,12,1,0,4,0,6,26,35,14
41248,41,35,154,124,28,7,9,10,6,14,86,124,28
02248,02,6,31,18,0,0,0,0,0,0,4,17,0
21248,21,1,12,10,7,0,0,0,0,0,5,5,3
14248,14,8,20,26,10,0,2,0,9,3,18,18,3
27248,27,3,35,25,1,0,4,1,0,5,12,18,3
60248,60,4,34,20,3,6,3,0,0,5,17,16,4
70248,70,53,256,152,34,3,13,4,5,6,120,134,43
51248,51,56,262,201,49,12,11,8,0,13,119,222,42
39248,39,2,4,7,3,0,0,0,0,0,1,0,2
57248,57,2,9,13,0,0,0,1,5,0,7,7,4
52248,52,18,74,42,14,6,7,0,0,0,33,45,12
88248,88,12,34,21,5,0,2,0,0,0,10,21,3
91248,91,10,15,19,1,0,0,4,0,0,22,8,2
71248,71,23,88,79,15,0,9,0,0,0,62,60,27
28248,28,10,36,33,10,0,3,0,6,4,26,37,12
25248,25,15,55,58,15,4,8,0,0,7,19,55,11
77248,77,23,68,74,22,7,6,4,0,0,58,52,22
33248,33,52,230,319,86,8,20,2,26,12,254,204,100
61248,61,11,72,54,16,2,6,5,0,1,30,70,16
32248,32,7,11,12,3,1,3,0,23,3,9,9,1
89248,89,5,2,1,4,0,2,5,0,0,0,11,0
10248,10,10,60,40,10,0,0,3,13,1,24,55,9
49248,49,221,640,1039,237,42,51,9,48,29,603,894,246
45248,45,60,215,203,55,10,1,1,25,16,138,188,44
22248,22,42,143,257,73,10,8,5,0,8,155,166,83
40248,40,43,166,204,81,0,8,1,20,6,167,156,80
47248,47,11,71,59,14,0,8,3,0,5,26,53,20
58248,58,6,32,29,8,5,5,0,0,0,12,17,4
85248,85,15,44,58,11,5,8,5,0,0,19,49,6
86248,86,15,58,64,26,0,9,6,0,7,51,44,21
12248,12,10,40,63,12,5,0,0,10,1,48,55,20
19248,19,22,64,102,19,1,8,0,0,0,72,72,27
18248,18,6,55,43,12,1,3,0,0,3,42,36,7
37248,37,6,24,36,6,0,0,0,5,6,36,38,6
56248,56,116,412,679,168,18,31,11,12,22,396,476,188
36248,36,7,26,20,5,2,7,3,0,1,16,23,12
62249,62,152,1051,578,156,41,17,7,8,23,561,423,162
02249,02,3,10,10,4,2,4,1,0,4,0,13,2
21249,21,21,78,81,13,5,7,0,0,0,45,74,17
14249,14,40,138,176,42,10,13,5,7,3,125,147,56
76249,76,21,91,83,20,3,9,0,0,2,72,55,23
51249,51,6,49,38,9,2,4,1,15,4,26,49,7
27249,27,32,151,103,33,0,3,0,21,2,99,110,22
25249,25,4,0,12,7,5,0,1,0,0,0,3,2
91249,91,132,272,471,113,14,8,2,54,8,393,320,121
60249,60,1,34,18,2,0,0,0,0,3,19,21,7
59249,59,246,1516,1034,303,34,44,16,127,31,1059,898,300
70249,70,3,20,14,6,0,3,3,7,2,10,9,1
39249,39,3,9,7,0,2,2,1,0,3,0,13,7
57249,57,13,46,29,7,0,0,2,0,6,24,29,3
52249,52,1,29,14,0,3,3,0,0,1,1,17,6
88249,88,7,3,11,1,1,2,3,0,0,0,13,7
71249,71,36,130,122,30,8,4,6,11,5,97,112,34
33249,33,316,1307,1846,547,50,107,26,154,76,1534,1239,560
77249,77,226,838,851,203,18,39,21,51,53,737,653,222
32249,32,48,204,230,74,2,11,8,48,11,210,188,85
89249,89,0,14,9,0,0,1,0,1,1,3,10,2
10249,10,9,65,40,5,1,0,0,1,7,34,58,13
28249,28,20,68,68,12,0,5,4,9,3,41,66,18
45249,45,26,115,114,28,6,9,0,0,2,77,104,26
22249,22,13,54,85,20,0,1,0,8,0,57,53,27
09249,09,4,17,22,11,5,3,1,0,6,0,5,6
40249,40,14,38,58,26,4,4,3,0,4,40,42,23
79249,79,60,195,267,72,11,21,6,0,15,170,198,83
47249,47,10,37,36,15,0,0,0,19,2,30,29,8
58249,58,8,30,30,3,3,0,0,0,4,13,22,9
12249,12,1,16,32,2,0,0,3,14,3,23,23,12
19249,19,4,38,47,10,3,8,5,0,3,32,31,14
86249,86,4,14,26,2,4,1,0,0,3,18,14,2
18249,18,8,51,36,10,0,0,0,8,6,37,45,6
37249,37,29,128,165,50,8,9,0,0,8,116,129,43
41249,41,29,133,101,25,0,8,3,22,0,82,124,27
56249,56,53,214,315,83,2,7,3,8,3,186,237,90
62250,62,257,1729,917,250,44,59,12,34,40,943,727,269
02250,02,7,0,9,6,4,2,2,0,4,0,0,3
14250,14,12,31,35,7,6,1,3,0,4,22,35,14
21250,21,3,9,15,9,0,6,3,0,0,1,12,6
76250,76,31,123,116,29,2,11,0,0,0,121,100,31
51250,51,154,741,532,109,16,26,4,53,26,398,556,124
95250,95,170,679,1019,279,12,36,10,24,50,926,730,254
60250,60,9,62,36,5,6,0,0,16,3,40,42,9
59250,59,43,304,215,62,13,16,5,0,17,230,177,70
70250,70,13,79,51,9,6,8,0,0,0,29,49,15
39250,39,8,20,17,6,3,0,0,0,0,13,13,9
57250,57,56,221,171,33,8,11,8,16,10,143,131,44
88250,88,10,54,48,14,0,0,1,0,5,35,39,11
52250,52,86,424,242,50,11,18,2,15,16,188,260,57
71250,71,36,137,125,34,0,3,5,0,9,89,111,28
77250,77,7,18,12,3,3,5,3,0,2,9,11,2
33250,33,6,28,54,15,0,4,0,1,0,44,30,11
32250,32,7,6,9,8,0,0,0,0,5,1,6,8
10250,10,7,35,16,6,3,4,3,1,1,10,33,4
89250,89,4,25,22,9,0,0,0,0,6,0,10,9
45250,45,7,29,32,7,0,6,3,0,4,2,29,9
22250,22,16,79,131,36,0,7,0,20,0,87,79,36
09250,09,5,8,13,1,0,0,5,11,0,10,12,1
40250,40,19,71,91,29,0,1,3,0,1,76,69,35
47250,47,0,15,7,4,0,4,0,8,6,7,15,2
58250,58,54,209,195,57,1,15,4,21,0,170,146,58
85250,85,58,189,261,56,6,12,2,12,1,143,257,45
12250,12,5,19,33,4,3,6,5,18,0,23,29,5
79250,79,6,40,55,12,4,0,5,0,1,29,39,11
86250,86,10,24,25,13,6,7,1,0,0,14,15,11
19250,19,10,60,92,25,1,6,0,0,4,58,59,25
18250,18,0,10,4,0,0,0,0,7,0,5,1,4
37250,37,58,205,271,83,3,21,2,24,11,205,227,77
41250,41,15,59,57,17,6,6,3,0,2,24,51,16
56250,56,11,52,90,27,1,6,0,0,7,36,67,17
62251,62,10,92,54,15,0,2,0,0,7,47,34,16
02251,02,1,8,4,0,0,0,5,0,1,2,2,0
