dep,datetime,n_cum_dose1,n_cum_dose2,couv_dose1,couv_dose2
38,2021-05-24,471570,205654,37.3,16.3
19,2021-05-24,97541,46990,40.6,19.6
26,2021-05-24,190171,87173,36.5,16.7
65,2021-05-24,96064,49812,42.3,22.0
71,2021-05-24,200169,104429,36.5,19.1
37,2021-05-24,219169,93017,36.2,15.4
12,2021-05-24,112336,65951,40.4,23.7
11,2021-05-24,138323,64344,37.1,17.3
36,2021-05-24,85537,43142,39.4,19.9
35,2021-05-24,349342,156699,32.3,14.5
70,2021-05-24,88495,41403,37.9,17.8
75,2021-05-24,842526,357459,39.2,16.6
58,2021-05-24,78953,41671,39.6,20.9
01,2021-05-24,211049,103707,32.1,15.8
92,2021-05-24,590444,240933,36.6,14.9
32,2021-05-24,81561,38175,42.9,20.1
29,2021-05-25,370277,160383,40.8,17.7
12,2021-05-25,114015,67105,41.0,24.1
38,2021-05-25,480964,210658,38.0,16.7
27,2021-05-25,206821,89671,34.4,14.9
30,2021-05-25,266118,135182,35.6,18.1
82,2021-05-25,85672,44848,32.6,17.1
25,2021-05-25,189338,85691,35.1,15.9
34,2021-05-25,443578,195656,37.7,16.6
41,2021-05-25,127264,58070,38.8,17.7
81,2021-05-25,151055,81855,38.9,21.1
31,2021-05-25,450336,209084,32.1,14.9
83,2021-05-25,409335,215867,38.1,20.1
67,2021-05-25,400945,183198,35.4,16.2
09,2021-05-25,56237,30721,36.9,20.2
01,2021-05-25,214559,106271,32.7,16.2
11,2021-05-25,140249,65699,37.6,17.6
33,2021-05-25,567442,261606,34.7,16.0
72,2021-05-25,214197,81960,38.2,14.6
77,2021-05-25,469619,176548,33.0,12.4
53,2021-05-25,106945,53151,35.0,17.4
13,2021-05-25,683566,376069,33.6,18.5
42,2021-05-25,284722,145583,37.2,19.0
80,2021-05-25,223208,92325,39.2,16.2
2B,2021-05-25,68579,40632,37.6,22.3
58,2021-05-25,80394,42693,40.3,21.4
08,2021-05-25,105082,49607,39.6,18.7
22,2021-05-25,263394,116940,44.2,19.6
36,2021-05-25,86656,43804,39.9,20.2
95,2021-05-25,375842,159314,30.1,12.8
69,2021-05-25,607166,290423,32.4,15.5
15,2021-05-25,62728,32548,43.9,22.8
26,2021-05-25,193142,89472,37.1,17.2
61,2021-05-25,108962,57340,39.4,20.7
05,2021-05-25,51247,28194,36.2,19.9
56,2021-05-25,290396,146735,38.4,19.4
44,2021-05-25,472843,208666,32.9,14.5
39,2021-05-25,91982,45793,35.7,17.8
28,2021-05-25,157502,73596,36.7,17.1
45,2021-05-25,234612,99075,34.4,14.5
64,2021-05-25,276225,143835,40.4,21.1
18,2021-05-25,115341,61380,38.9,20.7
49,2021-05-25,303135,138311,37.2,17.0
84,2021-05-25,182440,91504,32.5,16.3
43,2021-05-25,87389,46868,38.5,20.7
23,2021-05-25,49503,24564,42.6,21.1
50,2021-05-25,198762,103542,40.5,21.1
66,2021-05-25,188840,88461,39.4,18.5
57,2021-05-25,387976,199415,37.5,19.3
52,2021-05-25,70152,32574,41.4,19.2
90,2021-05-25,48470,23513,34.6,16.8
19,2021-05-25,99027,47545,41.2,19.8
71,2021-05-25,202882,107324,37.0,19.6
06,2021-05-25,461680,230087,42.8,21.3
74,2021-05-25,248220,122156,30.0,14.7
55,2021-05-25,70662,34789,38.9,19.2
35,2021-05-25,355543,160723,32.9,14.9
21,2021-05-25,195075,91523,36.6,17.2
46,2021-05-25,68482,38750,39.5,22.4
73,2021-05-25,155625,79454,36.0,18.4
02,2021-05-25,190182,82489,36.2,15.7
54,2021-05-25,271974,118982,37.2,16.3
37,2021-05-25,224344,95199,37.1,15.7
03,2021-05-25,149962,71527,45.3,21.6
04,2021-05-25,52719,30800,31.9,18.6
91,2021-05-25,420389,173910,31.9,13.2
40,2021-05-25,173363,87613,42.1,21.3
86,2021-05-25,176124,73095,40.3,16.7
65,2021-05-25,97273,51162,42.9,22.6
76,2021-05-25,462638,210720,37.2,16.9
62,2021-05-25,598892,260382,41.2,17.9
24,2021-05-25,167945,85533,41.1,20.9
78,2021-05-25,528228,216195,36.5,14.9
79,2021-05-25,139605,68330,37.5,18.3
47,2021-05-25,127271,61865,38.5,18.7
63,2021-05-25,259657,119100,39.3,18.0
60,2021-05-25,274272,128812,33.2,15.6
07,2021-05-25,125385,62147,38.4,19.0
48,2021-05-25,26421,16441,34.6,21.6
89,2021-05-25,120709,59207,36.3,17.8
17,2021-05-25,260917,128475,40.3,19.9
32,2021-05-25,83094,38611,43.7,20.3
75,2021-05-25,861010,365479,40.1,17.0
51,2021-05-25,204165,87748,36.2,15.6
59,2021-05-25,943977,404339,36.5,15.6
2A,2021-05-25,65022,38439,40.0,23.7
92,2021-05-25,604072,245833,37.4,15.2
16,2021-05-25,131124,62970,37.7,18.1
88,2021-05-25,141934,69376,39.5,19.3
87,2021-05-25,152514,70394,41.1,19.0
94,2021-05-25,456251,199452,32.4,14.2
85,2021-05-25,275700,123978,40.4,18.1
68,2021-05-25,255069,127446,33.4,16.7
14,2021-05-25,270053,123808,39.1,17.9
93,2021-05-25,402975,172532,24.1,10.3
70,2021-05-25,89448,42350,38.4,18.2
10,2021-05-25,121922,56847,39.3,18.3
02,2021-05-26,193290,84053,36.7,16.0
55,2021-05-26,72233,35754,39.8,19.7
71,2021-05-26,205969,109648,37.6,20.0
43,2021-05-26,88755,47478,39.1,20.9
78,2021-05-26,539536,220537,37.2,15.2
36,2021-05-26,88180,44848,40.6,20.7
42,2021-05-26,289101,148780,37.8,19.5
24,2021-05-26,170116,86877,41.7,21.3
15,2021-05-26,63821,33027,44.7,23.1
05,2021-05-26,51949,28563,36.6,20.1
22,2021-05-26,267237,119516,44.8,20.0
2B,2021-05-26,69050,41352,37.9,22.7
65,2021-05-26,98508,52403,43.4,23.1
61,2021-05-26,110796,58232,40.0,21.0
88,2021-05-26,143993,70446,40.1,19.6
58,2021-05-26,81361,43434,40.8,21.8
53,2021-05-26,108762,54091,35.6,17.7
04,2021-05-26,53736,31558,32.5,19.1
39,2021-05-26,93586,47095,36.3,18.3
70,2021-05-26,90487,43314,38.8,18.6
26,2021-05-26,196495,91641,37.7,17.6
2A,2021-05-26,65363,39499,40.2,24.3
93,2021-05-26,411021,175941,24.6,10.5
59,2021-05-26,958943,411378,37.0,15.9
49,2021-05-26,308616,140826,37.8,17.3
72,2021-05-26,218391,83491,39.0,14.9
34,2021-05-26,451347,198677,38.4,16.9
48,2021-05-26,26897,16727,35.3,21.9
14,2021-05-26,273385,126111,39.5,18.2
77,2021-05-26,477474,179941,33.5,12.6
67,2021-05-26,407337,188018,36.0,16.6
10,2021-05-26,123414,57263,39.8,18.5
17,2021-05-26,265101,130475,41.0,20.2
41,2021-05-26,130088,58822,39.7,17.9
33,2021-05-26,577362,267524,35.3,16.4
11,2021-05-26,142279,66990,38.2,18.0
16,2021-05-26,132967,64110,38.2,18.4
92,2021-05-26,616838,251058,38.2,15.6
31,2021-05-26,457820,213852,32.7,15.3
12,2021-05-26,115892,67885,41.6,24.4
07,2021-05-26,127000,63442,38.9,19.4
29,2021-05-26,376144,163556,41.5,18.0
89,2021-05-26,122570,60212,36.9,18.1
46,2021-05-26,69525,39733,40.1,22.9
85,2021-05-26,280593,126648,41.1,18.5
45,2021-05-26,240459,101489,35.2,14.9
47,2021-05-26,128790,62983,39.0,19.1
54,2021-05-26,275407,121247,37.7,16.6
84,2021-05-26,185443,93549,33.1,16.7
66,2021-05-26,191430,89855,40.0,18.8
63,2021-05-26,265129,121526,40.2,18.4
64,2021-05-26,280394,146437,41.0,21.4
52,2021-05-26,71490,33245,42.2,19.6
57,2021-05-26,394486,202740,38.1,19.6
90,2021-05-26,49355,24014,35.2,17.1
03,2021-05-26,151928,72561,45.9,21.9
37,2021-05-26,229448,97386,37.9,16.1
13,2021-05-26,693248,383688,34.1,18.9
19,2021-05-26,100959,48236,42.0,20.1
38,2021-05-26,489149,215656,38.7,17.0
86,2021-05-26,178667,74548,40.8,17.0
62,2021-05-26,606131,265278,41.7,18.3
87,2021-05-26,155763,72829,42.0,19.6
94,2021-05-26,464610,202788,33.0,14.4
30,2021-05-26,269484,137792,36.0,18.4
95,2021-05-26,383631,162364,30.7,13.0
69,2021-05-26,618129,296439,32.9,15.8
82,2021-05-26,86817,45690,33.1,17.4
27,2021-05-26,210446,91482,35.0,15.2
74,2021-05-26,253041,124635,30.5,15.0
79,2021-05-26,142922,69218,38.4,18.6
76,2021-05-26,469806,214284,37.8,17.2
68,2021-05-26,259856,130736,34.0,17.1
56,2021-05-26,294314,150588,39.0,19.9
44,2021-05-26,481484,213807,33.5,14.9
21,2021-05-26,197715,93558,37.1,17.6
60,2021-05-26,279072,130652,33.8,15.8
28,2021-05-26,160177,74965,37.3,17.5
50,2021-05-26,201868,104969,41.1,21.4
23,2021-05-26,50374,24808,43.3,21.3
73,2021-05-26,158041,81443,36.5,18.8
91,2021-05-26,428207,177233,32.5,13.4
18,2021-05-26,117371,62248,39.6,21.0
08,2021-05-26,106517,50629,40.1,19.1
81,2021-05-26,152716,82707,39.4,21.3
40,2021-05-26,176157,89267,42.8,21.7
32,2021-05-26,84961,39204,44.7,20.6
51,2021-05-26,207683,89444,36.8,15.9
83,2021-05-26,414203,220264,38.6,20.5
06,2021-05-26,466197,236369,43.2,21.9
01,2021-05-26,218175,108655,33.2,16.5
80,2021-05-26,227560,94090,39.9,16.5
75,2021-05-26,879113,372704,40.9,17.3
09,2021-05-26,57047,31143,37.4,20.4
35,2021-05-26,361909,164780,33.4,15.2
25,2021-05-26,192782,87319,35.7,16.2
44,2021-05-27,491688,219164,34.2,15.3
50,2021-05-27,204996,106869,41.8,21.8
33,2021-05-27,588467,275151,36.0,16.8
07,2021-05-27,128882,64857,39.4,19.8
57,2021-05-27,400728,206007,38.7,19.9
89,2021-05-27,124762,61541,37.6,18.5
32,2021-05-27,86785,39897,45.7,21.0
68,2021-05-27,265178,134067,34.7,17.6
12,2021-05-27,117931,68644,42.4,24.7
66,2021-05-27,194554,91962,40.6,19.2
06,2021-05-27,470741,242314,43.6,22.4
46,2021-05-27,70740,40781,40.9,23.6
90,2021-05-27,50532,24382,36.1,17.4
73,2021-05-27,161288,83232,37.3,19.2
37,2021-05-27,235539,99806,38.9,16.5
84,2021-05-27,189096,95767,33.7,17.1
23,2021-05-27,51174,25238,44.0,21.7
91,2021-05-27,436761,181047,33.1,13.7
31,2021-05-27,464895,220084,33.2,15.7
03,2021-05-27,154574,73727,46.7,22.3
11,2021-05-27,144366,68705,38.7,18.4
52,2021-05-27,72864,34038,43.1,20.1
41,2021-05-27,133139,59991,40.6,18.3
48,2021-05-27,28134,17079,36.9,22.4
25,2021-05-27,196790,89215,36.5,16.5
81,2021-05-27,154992,84288,40.0,21.7
92,2021-05-27,630433,257543,39.1,16.0
34,2021-05-27,459107,202921,39.0,17.3
51,2021-05-27,211177,91536,37.5,16.2
77,2021-05-27,485506,184491,34.1,13.0
16,2021-05-27,135436,65670,38.9,18.9
30,2021-05-27,273730,140525,36.6,18.8
72,2021-05-27,222874,85612,39.8,15.3
87,2021-05-27,158732,75145,42.8,20.3
82,2021-05-27,88071,46666,33.5,17.8
17,2021-05-27,270029,132594,41.7,20.5
09,2021-05-27,57643,31508,37.8,20.7
29,2021-05-27,382892,167656,42.2,18.5
54,2021-05-27,279268,123695,38.2,16.9
10,2021-05-27,124929,57988,40.3,18.7
27,2021-05-27,214050,93102,35.6,15.5
67,2021-05-27,414938,192897,36.6,17.0
59,2021-05-27,974364,420439,37.6,16.2
94,2021-05-27,473266,207329,33.7,14.7
19,2021-05-27,102766,49115,42.8,20.4
38,2021-05-27,498498,221448,39.4,17.5
14,2021-05-27,277915,129258,40.2,18.7
83,2021-05-27,419244,225432,39.0,21.0
13,2021-05-27,703022,391894,34.6,19.3
45,2021-05-27,246269,104827,36.1,15.4
01,2021-05-27,222128,110991,33.8,16.9
86,2021-05-27,181826,76320,41.6,17.4
76,2021-05-27,478035,218850,38.4,17.6
24,2021-05-27,172015,89011,42.1,21.8
61,2021-05-27,112841,59302,40.8,21.4
79,2021-05-27,146795,70973,39.4,19.0
74,2021-05-27,258501,127493,31.2,15.4
04,2021-05-27,55016,32166,33.3,19.5
40,2021-05-27,179036,91310,43.5,22.2
26,2021-05-27,200068,93969,38.4,18.1
15,2021-05-27,65089,33717,45.6,23.6
65,2021-05-27,99736,53745,44.0,23.7
36,2021-05-27,89700,45793,41.3,21.1
95,2021-05-27,392463,166726,31.4,13.4
02,2021-05-27,197058,85632,37.5,16.3
58,2021-05-27,82296,44341,41.2,22.2
08,2021-05-27,108334,51729,40.8,19.5
22,2021-05-27,271387,123082,45.5,20.6
35,2021-05-27,369034,169498,34.1,15.7
53,2021-05-27,111728,55194,36.6,18.1
43,2021-05-27,90142,48230,39.7,21.3
39,2021-05-27,95059,48633,36.9,18.9
80,2021-05-27,231601,96560,40.6,16.9
93,2021-05-27,420351,179660,25.2,10.8
75,2021-05-27,898542,381230,41.8,17.7
70,2021-05-27,91788,44335,39.4,19.0
55,2021-05-27,73606,36722,40.5,20.2
42,2021-05-27,293747,152208,38.4,19.9
2A,2021-05-27,65724,40521,40.5,24.9
88,2021-05-27,145788,71715,40.6,19.9
2B,2021-05-27,69428,42426,38.1,23.3
05,2021-05-27,52752,29122,37.2,20.5
78,2021-05-27,551642,225766,38.1,15.6
69,2021-05-27,629061,303087,33.5,16.2
64,2021-05-27,285429,149491,41.8,21.9
28,2021-05-27,163085,76233,38.0,17.8
63,2021-05-27,271593,124320,41.1,18.8
56,2021-05-27,298913,155371,39.6,20.6
47,2021-05-27,130630,64263,39.5,19.5
49,2021-05-27,314807,143464,38.6,17.6
62,2021-05-27,612651,270999,42.2,18.7
21,2021-05-27,201647,95694,37.8,18.0
60,2021-05-27,284195,132781,34.4,16.1
18,2021-05-27,119363,63412,40.3,21.4
71,2021-05-27,209523,112062,38.2,20.5
85,2021-05-27,285362,130240,41.8,19.1
46,2021-05-28,71920,41794,41.5,24.1
88,2021-05-28,147471,73575,41.0,20.5
91,2021-05-28,444788,185737,33.7,14.1
93,2021-05-28,429599,184361,25.7,11.0
21,2021-05-28,205181,98512,38.5,18.5
40,2021-05-28,181830,93657,44.1,22.7
37,2021-05-28,241543,103077,39.9,17.0
86,2021-05-28,183954,78815,42.1,18.0
62,2021-05-28,619446,277885,42.6,19.1
75,2021-05-28,917118,390979,42.7,18.2
74,2021-05-28,263595,130976,31.8,15.8
31,2021-05-28,471453,226591,33.7,16.2
06,2021-05-28,474716,249102,44.0,23.1
63,2021-05-28,277313,128220,42.0,19.4
59,2021-05-28,989528,431692,38.2,16.7
52,2021-05-28,74275,34741,43.9,20.5
70,2021-05-28,93299,45552,40.0,19.5
2A,2021-05-28,65982,41355,40.6,25.5
79,2021-05-28,150113,72855,40.3,19.6
73,2021-05-28,164318,85578,38.0,19.8
76,2021-05-28,486204,225234,39.1,18.1
35,2021-05-28,375928,175001,34.7,16.2
09,2021-05-28,58262,31977,38.2,21.0
48,2021-05-28,28499,17414,37.4,22.8
24,2021-05-28,174197,91038,42.7,22.3
94,2021-05-28,481936,212331,34.3,15.1
85,2021-05-28,290506,134243,42.5,19.6
78,2021-05-28,563938,232465,38.9,16.0
10,2021-05-28,126508,59131,40.8,19.1
07,2021-05-28,130611,66858,40.0,20.5
14,2021-05-28,282718,132971,40.9,19.2
68,2021-05-28,270585,137793,35.5,18.1
12,2021-05-28,119806,69691,43.0,25.0
17,2021-05-28,274256,135878,42.4,21.0
60,2021-05-28,289071,135432,35.0,16.4
53,2021-05-28,114212,56223,37.4,18.4
89,2021-05-28,126894,62928,38.2,18.9
65,2021-05-28,100945,55290,44.5,24.4
30,2021-05-28,277412,143849,37.1,19.2
02,2021-05-28,200689,87370,38.2,16.6
47,2021-05-28,132041,65826,40.0,19.9
51,2021-05-28,214909,94385,38.1,16.7
43,2021-05-28,91510,49041,40.3,21.6
05,2021-05-28,53415,29803,37.7,21.0
04,2021-05-28,56089,32816,34.0,19.9
03,2021-05-28,157690,75922,47.6,22.9
01,2021-05-28,225853,113847,34.4,17.3
11,2021-05-28,146179,70579,39.2,18.9
29,2021-05-28,389419,172284,43.0,19.0
84,2021-05-28,192119,98849,34.2,17.6
15,2021-05-28,66557,34610,46.6,24.2
27,2021-05-28,217574,95830,36.2,16.0
26,2021-05-28,203209,96574,39.0,18.6
69,2021-05-28,640821,311664,34.2,16.6
54,2021-05-28,284185,127360,38.9,17.4
19,2021-05-28,104705,50180,43.6,20.9
38,2021-05-28,507518,228176,40.1,18.0
08,2021-05-28,110212,53536,41.5,20.2
61,2021-05-28,114869,60621,41.5,21.9
13,2021-05-28,711862,400825,35.0,19.7
50,2021-05-28,208025,109003,42.4,22.2
57,2021-05-28,407692,210750,39.4,20.3
32,2021-05-28,88036,40725,46.3,21.4
44,2021-05-28,501332,226058,34.9,15.7
28,2021-05-28,166272,78066,38.7,18.2
71,2021-05-28,212503,115062,38.8,21.0
66,2021-05-28,197043,94870,41.1,19.8
90,2021-05-28,51359,25077,36.6,17.9
87,2021-05-28,161383,77657,43.5,20.9
64,2021-05-28,289740,152710,42.4,22.4
56,2021-05-28,303673,161132,40.2,21.3
16,2021-05-28,138268,67178,39.7,19.3
49,2021-05-28,320963,147259,39.3,18.0
18,2021-05-28,121070,64773,40.8,21.9
83,2021-05-28,423680,231122,39.5,21.5
45,2021-05-28,252211,108400,36.9,15.9
58,2021-05-28,82935,45184,41.6,22.6
36,2021-05-28,90712,47189,41.8,21.7
82,2021-05-28,89324,47747,34.0,18.2
23,2021-05-28,51857,25901,44.6,22.3
34,2021-05-28,466604,208294,39.7,17.7
77,2021-05-28,493565,189209,34.7,13.3
2B,2021-05-28,69858,43255,38.3,23.7
42,2021-05-28,298116,156155,39.0,20.4
81,2021-05-28,157256,85989,40.5,22.2
80,2021-05-28,235488,99552,41.3,17.5
55,2021-05-28,75138,37640,41.4,20.7
25,2021-05-28,200396,91892,37.1,17.0
41,2021-05-28,136116,61105,41.5,18.6
33,2021-05-28,598654,284554,36.6,17.4
67,2021-05-28,423239,199277,37.4,17.6
72,2021-05-28,227079,87710,40.5,15.7
22,2021-05-28,275397,127271,46.2,21.3
39,2021-05-28,96033,49887,37.2,19.3
95,2021-05-28,399427,171255,32.0,13.7
92,2021-05-28,643056,264305,39.8,16.4
87,2021-05-29,162550,79025,43.8,21.3
2A,2021-05-29,66245,42172,40.8,26.0
78,2021-05-29,569484,236127,39.3,16.3
60,2021-05-29,293802,137683,35.6,16.7
64,2021-05-29,292393,154720,42.8,22.6
70,2021-05-29,94551,46131,40.5,19.8
02,2021-05-29,204667,89014,38.9,16.9
39,2021-05-29,96385,50199,37.4,19.5
43,2021-05-29,92615,49649,40.8,21.9
56,2021-05-29,305610,162740,40.4,21.5
49,2021-05-29,325249,149002,39.9,18.3
42,2021-05-29,301441,158809,39.4,20.8
79,2021-05-29,151383,73357,40.6,19.7
86,2021-05-29,185351,80067,42.4,18.3
18,2021-05-29,123524,66389,41.7,22.4
01,2021-05-29,228676,115370,34.8,17.6
54,2021-05-29,287978,131267,39.4,18.0
88,2021-05-29,148714,75268,41.4,20.9
47,2021-05-29,133095,66935,40.3,20.3
71,2021-05-29,213394,115781,39.0,21.1
28,2021-05-29,168301,79012,39.2,18.4
15,2021-05-29,67487,34965,47.3,24.5
65,2021-05-29,101766,56636,44.9,25.0
95,2021-05-29,404369,174151,32.4,14.0
36,2021-05-29,91490,47707,42.1,22.0
22,2021-05-29,278160,128894,46.7,21.6
04,2021-05-29,56238,33182,34.0,20.1
26,2021-05-29,205431,98010,39.5,18.8
80,2021-05-29,239211,101225,42.0,17.8
35,2021-05-29,379539,176267,35.1,16.3
93,2021-05-29,437437,187639,26.2,11.2
92,2021-05-29,651486,267479,40.4,16.6
55,2021-05-29,76359,38301,42.0,21.1
08,2021-05-29,111794,54473,42.1,20.5
24,2021-05-29,175316,93100,42.9,22.8
61,2021-05-29,116132,61141,41.9,22.1
75,2021-05-29,932442,396532,43.4,18.5
2B,2021-05-29,70107,43574,38.5,23.9
74,2021-05-29,267026,133010,32.2,16.1
23,2021-05-29,52387,26904,45.1,23.1
76,2021-05-29,492468,228701,39.6,18.4
57,2021-05-29,413011,215145,39.9,20.8
53,2021-05-29,115185,56507,37.7,18.5
85,2021-05-29,294045,135741,43.0,19.9
69,2021-05-29,649272,317429,34.6,16.9
62,2021-05-29,629854,283398,43.4,19.5
58,2021-05-29,83301,45415,41.7,22.8
13,2021-05-29,718571,405366,35.3,19.9
38,2021-05-29,513528,231810,40.6,18.3
48,2021-05-29,28703,17514,37.6,23.0
17,2021-05-29,275758,137554,42.6,21.3
03,2021-05-29,159002,76518,48.0,23.1
19,2021-05-29,106050,50879,44.1,21.2
91,2021-05-29,453369,189247,34.4,14.3
81,2021-05-29,158467,86540,40.9,22.3
29,2021-05-29,393764,175079,43.4,19.3
30,2021-05-29,279243,145685,37.3,19.5
84,2021-05-29,193332,100390,34.5,17.9
51,2021-05-29,217464,96352,38.6,17.1
67,2021-05-29,429790,203076,37.9,17.9
05,2021-05-29,53929,30311,38.0,21.4
34,2021-05-29,470489,211415,40.0,18.0
82,2021-05-29,90445,48259,34.4,18.4
12,2021-05-29,121337,70464,43.6,25.3
77,2021-05-29,500907,192100,35.2,13.5
31,2021-05-29,475530,230849,33.9,16.5
27,2021-05-29,221765,97997,36.9,16.3
59,2021-05-29,1003376,440282,38.8,17.0
52,2021-05-29,75019,35607,44.3,21.0
41,2021-05-29,138160,61585,42.1,18.8
25,2021-05-29,202284,92901,37.5,17.2
33,2021-05-29,604161,288640,37.0,17.7
06,2021-05-29,476130,251871,44.1,23.3
11,2021-05-29,147589,72139,39.6,19.4
94,2021-05-29,489792,215687,34.8,15.3
50,2021-05-29,210588,110329,42.9,22.5
10,2021-05-29,128357,59746,41.4,19.3
83,2021-05-29,426357,235322,39.7,21.9
16,2021-05-29,139096,68045,39.9,19.5
72,2021-05-29,229787,88608,41.0,15.8
46,2021-05-29,72788,42178,42.0,24.4
07,2021-05-29,131583,67582,40.3,20.7
37,2021-05-29,243286,104264,40.2,17.2
63,2021-05-29,280679,129742,42.5,19.7
90,2021-05-29,51542,25368,36.8,18.1
21,2021-05-29,207090,99938,38.9,18.8
66,2021-05-29,198951,96267,41.5,20.1
68,2021-05-29,272208,138997,35.7,18.2
73,2021-05-29,166586,86896,38.5,20.1
89,2021-05-29,127581,63579,38.4,19.1
32,2021-05-29,88447,41095,46.5,21.6
45,2021-05-29,256144,109730,37.5,16.1
14,2021-05-29,285090,135434,41.2,19.6
09,2021-05-29,59083,32513,38.8,21.3
44,2021-05-29,507762,229376,35.3,16.0
40,2021-05-29,183560,94987,44.6,23.1
45,2021-05-30,256283,109915,37.5,16.1
83,2021-05-30,427497,236606,39.8,22.0
16,2021-05-30,139194,68055,40.0,19.5
2A,2021-05-30,66373,42618,40.9,26.2
43,2021-05-30,92808,49716,40.9,21.9
62,2021-05-30,633789,284348,43.6,19.6
74,2021-05-30,267544,133311,32.3,16.1
42,2021-05-30,302966,159875,39.6,20.9
79,2021-05-30,151438,73373,40.6,19.7
68,2021-05-30,272290,139062,35.7,18.2
56,2021-05-30,305968,162814,40.5,21.5
33,2021-05-30,606158,289317,37.1,17.7
08,2021-05-30,112601,54577,42.4,20.6
21,2021-05-30,207222,99967,38.9,18.8
57,2021-05-30,414911,216830,40.1,20.9
81,2021-05-30,159223,86739,41.0,22.4
17,2021-05-30,276408,137923,42.7,21.3
44,2021-05-30,510041,230100,35.5,16.0
14,2021-05-30,285935,135702,41.4,19.6
30,2021-05-30,279621,146226,37.4,19.5
78,2021-05-30,570687,236677,39.4,16.3
67,2021-05-30,430937,203857,38.0,18.0
23,2021-05-30,52410,26950,45.1,23.2
03,2021-05-30,159175,76545,48.0,23.1
38,2021-05-30,516278,233553,40.8,18.5
71,2021-05-30,213521,115863,39.0,21.1
65,2021-05-30,101786,56646,44.9,25.0
46,2021-05-30,73081,42227,42.2,24.4
2B,2021-05-30,70142,43622,38.5,23.9
31,2021-05-30,476915,233191,34.0,16.6
26,2021-05-30,205798,98098,39.5,18.8
40,2021-05-30,183659,95071,44.6,23.1
58,2021-05-30,83398,45434,41.8,22.8
55,2021-05-30,76386,38498,42.1,21.2
01,2021-05-30,229396,115648,34.9,17.6
39,2021-05-30,96404,50243,37.4,19.5
80,2021-05-30,240424,101431,42.2,17.8
95,2021-05-30,407314,175447,32.6,14.1
10,2021-05-30,129250,59872,41.7,19.3
69,2021-05-30,656492,320300,35.0,17.1
05,2021-05-30,54129,30391,38.2,21.4
28,2021-05-30,168377,79072,39.2,18.4
19,2021-05-30,106231,51337,44.2,21.4
15,2021-05-30,67542,34999,47.3,24.5
89,2021-05-30,127668,63608,38.4,19.2
18,2021-05-30,125005,66877,42.2,22.6
32,2021-05-30,88459,41108,46.5,21.6
50,2021-05-30,211409,110630,43.1,22.5
72,2021-05-30,230873,89460,41.2,16.0
48,2021-05-30,28710,17522,37.6,23.0
12,2021-05-30,121444,70503,43.6,25.3
22,2021-05-30,278305,128917,46.7,21.6
52,2021-05-30,75051,36159,44.3,21.4
13,2021-05-30,719504,405917,35.4,20.0
90,2021-05-30,51549,25369,36.8,18.1
29,2021-05-30,394871,175443,43.6,19.4
09,2021-05-30,59348,32693,38.9,21.5
54,2021-05-30,288180,131414,39.5,18.0
64,2021-05-30,292782,154906,42.9,22.7
34,2021-05-30,472288,212777,40.2,18.1
77,2021-05-30,505108,193159,35.5,13.6
87,2021-05-30,162835,79111,43.9,21.3
41,2021-05-30,138476,61626,42.2,18.8
49,2021-05-30,325368,149034,39.9,18.3
61,2021-05-30,116513,61185,42.1,22.1
92,2021-05-30,655513,268377,40.6,16.6
11,2021-05-30,148149,72557,39.7,19.5
84,2021-05-30,193399,100498,34.5,17.9
36,2021-05-30,91623,48250,42.2,22.2
59,2021-05-30,1011213,442056,39.1,17.1
63,2021-05-30,282177,129957,42.7,19.7
82,2021-05-30,90728,48360,34.5,18.4
07,2021-05-30,131998,68064,40.4,20.8
73,2021-05-30,166843,86933,38.6,20.1
85,2021-05-30,294799,135842,43.2,19.9
47,2021-05-30,133122,66985,40.3,20.3
06,2021-05-30,476435,252965,44.1,23.4
75,2021-05-30,940271,398551,43.8,18.6
70,2021-05-30,94561,46153,40.6,19.8
66,2021-05-30,199670,97171,41.7,20.3
76,2021-05-30,495574,229106,39.8,18.4
93,2021-05-30,442753,188862,26.5,11.3
86,2021-05-30,186213,80193,42.6,18.3
53,2021-05-30,115230,56519,37.7,18.5
02,2021-05-30,206035,89214,39.2,17.0
91,2021-05-30,457990,190142,34.7,14.4
25,2021-05-30,202468,92993,37.5,17.2
51,2021-05-30,217996,96509,38.7,17.1
94,2021-05-30,493317,216493,35.1,15.4
60,2021-05-30,295126,138052,35.8,16.7
27,2021-05-30,222749,98244,37.1,16.4
24,2021-05-30,176465,93263,43.2,22.8
37,2021-05-30,243417,104433,40.2,17.3
88,2021-05-30,149263,75675,41.5,21.0
04,2021-05-30,56253,33190,34.1,20.1
35,2021-05-30,380485,176333,35.2,16.3
76,2021-05-31,503357,232922,40.5,18.7
36,2021-05-31,92859,48990,42.8,22.6
57,2021-05-31,419301,220317,40.5,21.3
61,2021-05-31,118022,62035,42.6,22.4
63,2021-05-31,286184,132268,43.3,20.0
35,2021-05-31,387348,180514,35.8,16.7
87,2021-05-31,165150,80481,44.5,21.7
60,2021-05-31,299281,140160,36.3,17.0
71,2021-05-31,216274,119091,39.5,21.7
75,2021-05-31,957925,407512,44.6,19.0
54,2021-05-31,291091,134485,39.9,18.4
74,2021-05-31,272083,136739,32.8,16.5
58,2021-05-31,84230,45824,42.2,23.0
45,2021-05-31,260591,112482,38.2,16.5
